Transaction_ID,Customer_ID,Name,City,State,Zipcode,Country,Age,Gender,Income,Customer_Segment,Date,Year,Month,Total_Purchases,Amount,Total_Amount,Product_Category,Product_Brand,Product_Type,Feedback,Shipping_Method,Payment_Method,Order_Status,Ratings
4681215,10132,"Diane Jackson",Portsmouth,England,50906,UK,19,Male,Medium,Regular,9/17/2023,2023,September,10,417.06,4170.59,Clothing,Zara,Shirt,Excellent,Same-Day,"Debit Card",Delivered,5
3269363,10137,"Todd Moore",Portsmouth,England,88612,UK,21,Female,High,Regular,11/30/2023,2023,November,4,89.18,356.72,"Home Decor","Home Depot",Tools,Good,Express,Cash,Shipped,3
9050195,10184,"Susan Wilson",Portsmouth,England,31844,UK,19,Male,Medium,Regular,12/26/2023,2023,December,5,192.6,962.99,Electronics,Sony,Smartphone,Bad,Express,Cash,Delivered,1
8984831,10237,"Michael Walker",Portsmouth,England,46942,UK,64,Male,Medium,Regular,3/22/2023,2023,March,4,404.82,1619.29,Books,"Random House",Literature,Average,Express,Cash,Processing,2
5875405,10242,"Melissa Carlson",Portsmouth,England,18052,UK,21,Female,High,Regular,12/28/2023,2023,December,6,469.3,2815.79,Books,HarperCollins,Non-Fiction,Good,Standard,PayPal,Shipped,3
5080968,10246,"Kristen Myers",Portsmouth,England,57286,UK,21,Female,Medium,Regular,5/28/2023,2023,May,7,445.14,3115.99,"Home Decor",IKEA,Furniture,Excellent,Same-Day,PayPal,Shipped,5
6723335,10248,"Mark Mccarthy",Portsmouth,England,1140,UK,24,Male,Medium,Regular,4/17/2023,2023,April,9,283.18,2548.61,Clothing,Zara,Shirt,Good,Standard,"Debit Card",Shipped,4
6054098,10262,"Kara Rodriguez",Portsmouth,England,79331,UK,21,Male,Medium,Regular,7/11/2023,2023,July,2,111.61,223.22,Grocery,Pepsi,Water,Good,Same-Day,"Credit Card",Processing,3
5314000,10264,"Jason Martinez",Portsmouth,England,64086,UK,24,Female,Medium,Regular,6/4/2023,2023,June,2,259.49,518.99,Books,HarperCollins,Thriller,Average,Same-Day,"Credit Card",Delivered,2
6153027,10283,"Mary Anthony",Portsmouth,England,58261,UK,19,Male,Medium,Regular,9/17/2023,2023,September,9,39.33,353.98,Electronics,Sony,Television,Bad,Same-Day,Cash,Delivered,1
4241728,10292,"Stephanie Gross",Portsmouth,England,12840,UK,24,Male,Medium,Regular,8/16/2023,2023,August,10,336.38,3363.83,Grocery,Coca-Cola,"Soft Drink",Bad,Same-Day,PayPal,Pending,1
3608140,10302,"Amber Williams",Portsmouth,England,4106,UK,19,Male,Medium,Regular,3/13/2023,2023,March,7,277.93,1945.52,Books,"Random House",Literature,Good,Same-Day,PayPal,Delivered,4
6547307,10329,"Janet Scott",Portsmouth,England,35822,UK,24,Female,Medium,Regular,3/11/2023,2023,March,5,390.19,1950.94,Clothing,Adidas,Shoes,Bad,Standard,"Debit Card",Delivered,1
7105688,10342,"Anthony Banks",Portsmouth,England,17386,UK,24,Male,Medium,Regular,1/8/2024,2024,January,2,455.59,911.17,Clothing,Zara,Shirt,Excellent,Standard,"Credit Card",Pending,5
4104450,10344,"Lisa Arnold",Portsmouth,England,15846,UK,21,Female,Medium,Regular,1/30/2024,2024,January,2,87.74,175.48,Books,"Penguin Books",Non-Fiction,Average,Standard,Cash,Shipped,2
7473998,10358,"Larry Herring",Portsmouth,England,29580,UK,21,Male,High,Regular,12/20/2023,2023,December,2,387.85,775.69,"Home Decor",IKEA,Lighting,Good,Standard,"Credit Card",Processing,4
1706057,10363,"Christine Larson",Portsmouth,England,49125,UK,24,Female,Medium,Regular,2/13/2024,2024,February,2,87.39,174.78,Clothing,Nike,T-shirt,Bad,Same-Day,Cash,Pending,1
6146482,10366,"Tracey Wilkinson",Portsmouth,England,49914,UK,21,Female,Medium,Regular,3/4/2023,2023,March,9,83.76,753.83,Electronics,Apple,Smartphone,Bad,Same-Day,"Credit Card",Shipped,1
5643104,10369,"Jimmy Dean",Portsmouth,England,74640,UK,19,Male,Medium,Regular,12/4/2023,2023,December,7,444.77,3113.37,"Home Decor",IKEA,Lighting,Good,Same-Day,"Credit Card",Delivered,3
3000449,10392,"Andrea Huang",Portsmouth,England,16538,UK,24,Male,Medium,Regular,10/14/2023,2023,October,8,74.47,595.75,Books,"Penguin Books",Children's,Excellent,Standard,Cash,Shipped,5
3590047,10393,"Kenneth Glover",Portsmouth,England,17559,UK,21,Male,High,Regular,3/20/2023,2023,March,6,156.98,941.89,Clothing,Adidas,Shoes,Bad,Standard,"Credit Card",Shipped,1
1888309,10394,"Tyler Fritz",Portsmouth,England,2937,UK,21,Male,High,Regular,9/12/2023,2023,September,3,340.71,1022.13,Electronics,Apple,Tablet,Good,Express,Cash,Delivered,4
2439661,10399,"Darius Lane",Portsmouth,England,65008,UK,19,Male,Medium,Regular,11/17/2023,2023,November,1,188.43,188.43,Electronics,Sony,Television,Average,Standard,PayPal,Pending,2
1701304,10403,"Olivia Patel",Portsmouth,England,93769,UK,21,Male,Medium,Regular,5/5/2023,2023,May,7,266.85,1867.95,Books,HarperCollins,Fiction,Excellent,Same-Day,PayPal,Pending,5
1677495,10416,"John Morris",Portsmouth,England,54789,UK,24,Female,Medium,Regular,12/31/2023,2023,December,9,461.63,4154.69,Grocery,Nestle,Snacks,Excellent,Same-Day,Cash,Pending,4
7925667,10434,"Stephanie Lee",Portsmouth,England,21296,UK,21,Male,Medium,Regular,4/16/2023,2023,April,1,42.83,42.83,Electronics,Sony,Headphones,Average,Standard,"Debit Card",Processing,2
4112881,10448,"Steven Howell",Portsmouth,England,53618,UK,67,Female,Medium,Regular,10/31/2023,2023,October,3,136.86,410.57,Books,"Random House",Non-Fiction,Good,Standard,Cash,Delivered,3
9021164,10452,"Andrew Boyer",Portsmouth,England,2928,UK,24,Male,Medium,Regular,7/11/2023,2023,July,3,460.4,1381.19,"Home Decor","Bed Bath & Beyond",Kitchen,Excellent,Same-Day,Cash,Processing,5
6999055,10462,"Trevor Watson",Portsmouth,England,82175,UK,24,Male,Medium,Regular,9/19/2023,2023,September,2,169.61,339.21,Electronics,Apple,Smartphone,Average,Same-Day,Cash,Processing,2
5704997,10466,"Christine Mendoza",Portsmouth,England,65536,UK,19,Female,Medium,Regular,2/3/2024,2024,February,6,63.47,380.82,Clothing,Zara,Dress,Excellent,Express,"Debit Card",Delivered,5
9709957,10470,"Donald Blankenship",Portsmouth,England,84876,UK,21,Female,Medium,Regular,2/16/2024,2024,February,4,329.1,1316.39,Grocery,Nestle,Snacks,Average,Standard,PayPal,Processing,2
3404409,10479,"John Barnes",Portsmouth,England,8970,UK,19,Female,Medium,Regular,6/11/2023,2023,June,9,76.39,687.51,Clothing,Adidas,Shoes,Bad,Standard,PayPal,Shipped,1
6969495,10502,"Christy Fitzgerald",Portsmouth,England,39914,UK,19,Male,Medium,Regular,2/12/2024,2024,February,10,454.61,4546.09,Electronics,Apple,Tablet,Bad,Standard,"Credit Card",Delivered,1
9196712,10526,"Rhonda Mitchell",Portsmouth,England,53799,UK,19,Male,Medium,Regular,11/7/2023,2023,November,4,205.2,820.79,"Home Decor","Bed Bath & Beyond",Kitchen,Bad,Standard,"Credit Card",Processing,1
5528741,10542,"Daniel Delacruz",Portsmouth,England,49353,UK,24,Male,Medium,Regular,2/19/2024,2024,February,3,376.24,1128.71,"Home Decor","Bed Bath & Beyond",Kitchen,Excellent,Same-Day,PayPal,Shipped,5
3115879,10545,"Timothy Barber",Portsmouth,England,47984,UK,24,Female,Medium,Regular,12/15/2023,2023,December,6,47.92,287.52,Books,"Random House",Fiction,Good,Express,Cash,Delivered,3
2592376,10555,"John Parsons",Portsmouth,England,7421,UK,21,Female,Medium,Regular,8/3/2023,2023,August,6,105.38,632.27,Grocery,Nestle,Chocolate,Good,Standard,"Credit Card",Pending,4
5727479,10557,"Susan Friedman",Portsmouth,England,2337,UK,24,Female,Medium,Regular,2/26/2024,2024,February,3,451.64,1354.91,Books,HarperCollins,Non-Fiction,Average,Same-Day,PayPal,Shipped,2
1163163,10561,"Tina Fernandez",Portsmouth,England,97048,UK,24,Female,Medium,Regular,8/1/2023,2023,August,2,147.59,295.18,"Home Decor","Bed Bath & Beyond",Bathroom,Average,Standard,"Debit Card",Shipped,2
9530973,10565,"Megan Henry",Portsmouth,England,34360,UK,24,Male,Medium,Regular,1/19/2024,2024,January,7,224.02,1568.17,Clothing,Nike,T-shirt,Bad,Same-Day,"Debit Card",Shipped,1
9474997,10570,"Jessica Frey",Portsmouth,England,6421,UK,19,Female,Medium,Regular,9/10/2023,2023,September,1,124.08,124.08,Clothing,Nike,T-shirt,Average,Express,Cash,Delivered,2
2093346,10571,"Mark Nguyen",Portsmouth,England,59556,UK,21,Male,Medium,Regular,2/13/2024,2024,February,3,486.36,1459.07,Electronics,Samsung,Smartphone,Bad,Same-Day,"Debit Card",Delivered,1
4023182,10572,"Keith Diaz",Portsmouth,England,75827,UK,24,Female,Medium,Regular,8/12/2023,2023,August,6,497.76,2986.57,Books,HarperCollins,Non-Fiction,Bad,Express,"Debit Card",Processing,1
7618030,10580,"Samantha Smith MD",Portsmouth,England,40910,UK,19,Male,Medium,Regular,11/24/2023,2023,November,3,32.89,98.67,Clothing,Adidas,T-shirt,Good,Express,"Debit Card",Delivered,4
8395359,10590,"Tina Howard",Portsmouth,England,72652,UK,43,Male,High,Regular,6/20/2023,2023,June,4,137.79,551.17,Clothing,Adidas,T-shirt,Excellent,Express,"Debit Card",Pending,4
2139971,10604,"Rodney Campbell",Portsmouth,England,53407,UK,43,Female,Medium,Regular,3/14/2023,2023,March,1,197.23,197.23,Clothing,Zara,Shirt,Bad,Standard,PayPal,Shipped,1
9459966,10627,"Jason Miller",Portsmouth,England,44381,UK,24,Female,Medium,Regular,11/15/2023,2023,November,5,10.19,50.96,Books,HarperCollins,Fiction,Bad,Express,Cash,Processing,1
5536386,10632,"Michael Ortega",Portsmouth,England,50341,UK,24,Female,Medium,Regular,6/1/2023,2023,June,7,244.79,1713.52,Clothing,Zara,Dress,Average,Same-Day,"Debit Card",Shipped,2
1486293,10638,"Todd Reese",Portsmouth,England,28830,UK,19,Female,Medium,Regular,8/23/2023,2023,August,7,429.77,3008.4,"Home Decor","Bed Bath & Beyond",Kitchen,Average,Same-Day,"Credit Card",Pending,2
8685881,10659,"Brian Silva",Portsmouth,England,94374,UK,24,Male,Medium,Regular,8/10/2023,2023,August,9,369.63,3326.65,Electronics,Sony,Headphones,Excellent,Standard,"Debit Card",Delivered,4
2243408,10660,"Jordan Walters",Portsmouth,England,83451,UK,21,Female,Medium,Regular,5/9/2023,2023,May,3,239.15,717.45,Grocery,Coca-Cola,"Soft Drink",Excellent,Express,PayPal,Delivered,4
8074873,10662,"Kevin Miller",Portsmouth,England,39962,UK,24,Male,Medium,Regular,12/7/2023,2023,December,10,204.68,2046.77,Electronics,Sony,Headphones,Bad,Standard,"Debit Card",Processing,1
6697912,10664,"Christopher Garcia",Portsmouth,England,82345,UK,24,Male,Medium,Regular,7/8/2023,2023,July,8,455.12,3640.98,"Home Decor",IKEA,Furniture,Good,Standard,"Debit Card",Shipped,4
3633799,10681,"Michaela Obrien",Portsmouth,England,61103,UK,24,Female,Medium,Regular,9/4/2023,2023,September,7,456.48,3195.33,Books,"Penguin Books",Children's,Excellent,Express,PayPal,Delivered,4
6971325,10685,"Anne Francis",Portsmouth,England,21416,UK,21,Male,Medium,Regular,11/8/2023,2023,November,4,170.66,682.65,Grocery,Coca-Cola,"Soft Drink",Bad,Express,PayPal,Processing,1
6931511,10687,"Matthew Bryant",Portsmouth,England,47206,UK,19,Female,Medium,Regular,12/14/2023,2023,December,7,473.7,3315.93,Grocery,Pepsi,Juice,Bad,Same-Day,PayPal,Delivered,1
1386572,10693,"Angela Murphy",Portsmouth,England,37264,UK,21,Male,Medium,Regular,2/29/2024,2024,February,10,320.49,3204.87,"Home Decor","Bed Bath & Beyond",Bathroom,Excellent,Standard,PayPal,Shipped,4
9801444,10695,"Daniel Rivas",Portsmouth,England,24616,UK,19,Female,Medium,Regular,1/3/2024,2024,January,5,264.85,1324.27,Electronics,Apple,Laptop,Excellent,Standard,"Credit Card",Processing,5
8371213,10712,"Alex Smith",Portsmouth,England,71190,UK,21,Female,High,Regular,8/25/2023,2023,August,8,426.05,3408.41,Clothing,Zara,Shirt,Excellent,Express,"Credit Card",Processing,5
3521600,10727,"Angela Johnson",Portsmouth,England,94059,UK,24,Male,Medium,Regular,8/14/2023,2023,August,2,316.54,633.08,"Home Decor","Bed Bath & Beyond",Kitchen,Average,Standard,PayPal,Delivered,2
3521970,10738,"Logan Greer",Portsmouth,England,27274,UK,24,Female,Medium,Regular,10/12/2023,2023,October,4,61.85,247.39,Books,HarperCollins,Non-Fiction,Good,Standard,"Credit Card",Processing,3
7426166,10764,"William Jones",Portsmouth,England,60762,UK,21,Female,Medium,Regular,9/1/2023,2023,September,7,360.8,2525.6,Books,"Random House",Fiction,Average,Express,"Credit Card",Processing,2
2263758,10767,"Cindy Jones",Portsmouth,England,36316,UK,21,Female,Medium,Regular,12/11/2023,2023,December,9,483.93,4355.33,Clothing,Adidas,Jacket,Average,Express,PayPal,Processing,2
7494049,10778,"Jessica Green",Portsmouth,England,24616,UK,21,Male,Medium,Regular,11/19/2023,2023,November,1,415.79,415.79,Electronics,Samsung,Television,Bad,Same-Day,Cash,Shipped,1
6778298,10800,"Ashley Burton",Portsmouth,England,8533,UK,21,Male,Medium,Regular,1/29/2024,2024,January,1,328.49,328.49,Clothing,Zara,Dress,Bad,Standard,Cash,Processing,1
5258219,10801,"Kristie Perez",Portsmouth,England,55615,UK,21,Female,Medium,Regular,6/13/2023,2023,June,8,363.78,2910.24,Clothing,Adidas,Shoes,Bad,Standard,Cash,Pending,1
9704233,10818,"Jacob Jenkins",Portsmouth,England,79606,UK,21,Male,High,Regular,12/19/2023,2023,December,6,318.8,1912.8,Clothing,Adidas,Jacket,Average,Express,Cash,Shipped,2
4486805,10828,"Alicia Nelson",Portsmouth,England,60410,UK,19,Female,Medium,Regular,7/31/2023,2023,July,6,62.84,377.04,Books,"Penguin Books",Children's,Average,Same-Day,PayPal,Processing,2
6361687,10836,"Andrew Clements",Portsmouth,England,33008,UK,21,Male,Medium,Regular,2/7/2024,2024,February,6,442.32,2653.9,"Home Decor","Home Depot",Decorations,Excellent,Standard,"Debit Card",Pending,5
2725645,10876,"Jacob Thomas",Portsmouth,England,18439,UK,24,Male,Medium,Regular,7/31/2023,2023,July,1,432.64,432.64,Grocery,Nestle,Chocolate,Bad,Same-Day,Cash,Shipped,1
3195721,10888,"Wesley Fisher",Portsmouth,England,21482,UK,24,Male,Medium,Regular,7/5/2023,2023,July,4,312.91,1251.65,Clothing,Zara,Dress,Excellent,Express,PayPal,Pending,4
2990599,10890,"Timothy Schneider",Portsmouth,England,15008,UK,21,Male,Medium,Regular,7/7/2023,2023,July,6,364.56,2187.33,"Home Decor",IKEA,Furniture,Excellent,Standard,"Credit Card",Pending,4
9644299,10901,"Jill Hunter",Portsmouth,England,74648,UK,21,Male,Medium,Regular,9/11/2023,2023,September,5,357.74,1788.68,Books,HarperCollins,Fiction,Excellent,Standard,"Credit Card",Shipped,4
2339274,10902,"Jessica Moore",Portsmouth,England,55910,UK,19,Male,Medium,Regular,1/8/2024,2024,January,1,71.83,71.83,"Home Decor","Bed Bath & Beyond",Bathroom,Average,Express,PayPal,Delivered,2
2157979,10908,"Matthew Elliott",Portsmouth,England,1295,UK,19,Male,Medium,Regular,5/23/2023,2023,May,8,107.05,856.43,Books,"Penguin Books",Non-Fiction,Excellent,Same-Day,PayPal,Pending,4
1895687,10909,"Thomas Garcia",Portsmouth,England,20678,UK,24,Male,Medium,Regular,6/18/2023,2023,June,7,177.35,1241.43,Grocery,Coca-Cola,"Soft Drink",Excellent,Standard,PayPal,Delivered,4
1274252,10915,"Sarah Rogers",Portsmouth,England,23688,UK,21,Female,Medium,Regular,7/18/2023,2023,July,2,318.32,636.63,Grocery,Pepsi,"Soft Drink",Excellent,Express,Cash,Delivered,5
3557321,10920,"Robert Gomez",Portsmouth,England,40454,UK,24,Female,Medium,Regular,6/18/2023,2023,June,4,440.85,1763.38,Electronics,Samsung,Smartphone,Excellent,Same-Day,PayPal,Delivered,5
5809523,10931,"Luis Bradshaw",Portsmouth,England,8375,UK,19,Male,Medium,Regular,11/4/2023,2023,November,7,81.93,573.5,Books,"Penguin Books",Children's,Average,Same-Day,Cash,Delivered,2
4123973,10933,"Anthony Hurst",Portsmouth,England,64668,UK,24,Female,Medium,Regular,11/2/2023,2023,November,6,85.21,511.28,Grocery,Coca-Cola,Juice,Average,Standard,Cash,Processing,2
4625861,10939,"Stephanie Davis",Portsmouth,England,2933,UK,24,Female,Medium,Regular,6/1/2023,2023,June,10,413.11,4131.12,Grocery,Coca-Cola,"Soft Drink",Good,Standard,"Credit Card",Delivered,3
5900439,10947,"Robert Moreno",Portsmouth,England,21521,UK,24,Female,Medium,Regular,9/18/2023,2023,September,9,417.21,3754.93,Grocery,Nestle,Coffee,Bad,Standard,"Credit Card",Pending,1
9597673,10961,"Yesenia Riggs",Portsmouth,England,47896,UK,24,Male,Medium,Regular,4/28/2023,2023,April,6,114.25,685.53,Grocery,Nestle,Coffee,Excellent,Express,"Debit Card",Processing,5
9435254,10967,"Suzanne Cunningham",Portsmouth,England,85547,UK,24,Male,Medium,Regular,10/16/2023,2023,October,6,290.68,1744.06,Electronics,Apple,Smartphone,Excellent,Same-Day,"Credit Card",Processing,5
6468295,10970,"Daniel Newton",Portsmouth,England,48520,UK,24,Female,Medium,Regular,2/21/2024,2024,February,1,134.81,134.81,Clothing,Nike,Shoes,Bad,Same-Day,PayPal,Pending,1
2011397,10987,"Jason Davidson",Portsmouth,England,99805,UK,21,Male,Medium,Regular,7/1/2023,2023,July,10,145.89,1458.9,Electronics,Sony,Television,Excellent,Standard,"Credit Card",Pending,4
2297608,11002,"Judith Parsons",Portsmouth,England,58457,UK,21,Male,High,Regular,5/17/2023,2023,May,4,194.33,777.33,Grocery,Pepsi,Water,Average,Same-Day,Cash,Processing,2
2100603,11021,"John Hoffman",Portsmouth,England,42955,UK,19,Male,Medium,Regular,6/24/2023,2023,June,10,343.52,3435.18,Electronics,Apple,Tablet,Bad,Express,PayPal,Delivered,1
9129532,11029,"John Phillips",Portsmouth,England,59190,UK,19,Female,Medium,Regular,5/9/2023,2023,May,1,226.81,226.81,Books,"Random House",Fiction,Good,Standard,"Credit Card",Pending,4
4870551,11033,"Jake Stark",Portsmouth,England,59631,UK,19,Male,Medium,Regular,5/7/2023,2023,May,7,488.87,3422.09,Grocery,Coca-Cola,Water,Good,Express,"Credit Card",Delivered,4
7696363,11041,"Stephanie Lee",Portsmouth,England,94402,UK,19,Female,Medium,Regular,2/1/2024,2024,February,9,488.16,4393.42,Books,"Random House",Literature,Average,Express,Cash,Pending,2
3736143,11045,"Thomas Hunter",Portsmouth,England,80747,UK,24,Female,Medium,Regular,11/10/2023,2023,November,3,373.76,1121.27,Books,"Random House",Literature,Excellent,Express,"Debit Card",Processing,4
3385663,11047,"Joe Richardson",Portsmouth,England,47361,UK,19,Male,Medium,Regular,5/14/2023,2023,May,5,161.92,809.61,Books,"Penguin Books",Fiction,Excellent,Standard,Cash,Pending,4
4268223,11060,"Andre Ross",Portsmouth,England,47854,UK,21,Female,Medium,Regular,8/4/2023,2023,August,5,45.5,227.48,Books,"Random House",Non-Fiction,Average,Same-Day,"Debit Card",Processing,2
9286927,11084,"Christopher Diaz",Portsmouth,England,68852,UK,33,Female,High,Regular,11/5/2023,2023,November,4,222.54,890.14,Books,"Penguin Books",Non-Fiction,Good,Standard,"Debit Card",Shipped,3
8134662,11094,"Dylan Larson",Portsmouth,England,21255,UK,19,Female,Medium,Regular,8/11/2023,2023,August,9,349.4,3144.6,Grocery,Coca-Cola,Water,Bad,Same-Day,"Credit Card",Pending,1
5610402,11100,"Rachel Howard",Portsmouth,England,17226,UK,19,Female,Medium,Regular,4/29/2023,2023,April,3,134.6,403.8,Books,"Random House",Literature,Good,Express,Cash,Delivered,3
9831189,11112,"Lisa Rios",Portsmouth,England,91776,UK,19,Female,Medium,Regular,10/5/2023,2023,October,1,123.8,123.8,Clothing,Zara,Shirt,Average,Same-Day,"Debit Card",Shipped,2
7829348,11116,"Calvin Obrien",Portsmouth,England,52750,UK,21,Male,High,Regular,9/3/2023,2023,September,1,450.88,450.88,Electronics,Samsung,Television,Average,Standard,"Credit Card",Delivered,2
5280033,11132,"Denise Daniel",Portsmouth,England,28865,UK,21,Male,Medium,Regular,6/22/2023,2023,June,2,155.69,311.37,Grocery,Nestle,Snacks,Bad,Express,"Debit Card",Shipped,1
8579093,11135,"Brenda Webster",Portsmouth,England,35821,UK,37,Male,Low,Regular,2/29/2024,2024,February,4,95.46,381.82,Electronics,Sony,Television,Good,Standard,PayPal,Shipped,3
4637711,11186,"Colleen Chaney",Portsmouth,England,79979,UK,21,Male,Medium,Regular,7/9/2023,2023,July,7,184.5,1291.52,Clothing,Adidas,Jacket,Good,Standard,Cash,Delivered,3
6062052,11187,"Elizabeth Potts",Portsmouth,England,93841,UK,19,Female,Medium,Regular,7/30/2023,2023,July,1,229.57,229.57,Grocery,Pepsi,Juice,Good,Same-Day,Cash,Delivered,3
5143761,11189,"Megan Holland",Portsmouth,England,93990,UK,24,Male,Medium,Regular,9/26/2023,2023,September,9,330.89,2978.02,Clothing,Adidas,T-shirt,Average,Express,PayPal,Processing,2
2150445,11192,"Allison Austin",Portsmouth,England,34282,UK,24,Male,Medium,Regular,4/17/2023,2023,April,8,275.09,2200.7,Clothing,Adidas,Shoes,Excellent,Same-Day,Cash,Processing,5
6148478,11196,"Margaret Scott",Portsmouth,England,93816,UK,52,Female,Medium,Regular,9/13/2023,2023,September,9,368.36,3315.27,"Home Decor","Home Depot",Tools,Good,Express,"Debit Card",Processing,4
3920212,11202,"Nathan Dominguez",Portsmouth,England,64621,UK,21,Female,High,Regular,12/12/2023,2023,December,3,419.33,1257.98,Grocery,Pepsi,"Soft Drink",Good,Standard,"Debit Card",Pending,4
5941195,11213,"Jeffrey Brown",Portsmouth,England,78867,UK,21,Male,Medium,Regular,4/20/2023,2023,April,2,381.14,762.29,Electronics,Samsung,Tablet,Good,Express,"Credit Card",Shipped,4
8001382,11229,"Kevin Barton",Portsmouth,England,95156,UK,66,Male,Medium,Regular,9/24/2023,2023,September,2,177.64,355.27,"Home Decor","Bed Bath & Beyond",Bathroom,Average,Same-Day,PayPal,Processing,2
3707083,11230,"Jennifer Huang",Portsmouth,England,43454,UK,19,Male,Medium,Regular,8/11/2023,2023,August,3,492.63,1477.88,Grocery,Nestle,Coffee,Bad,Express,PayPal,Delivered,1
9017675,11235,"Dylan Cooper",Portsmouth,England,77452,UK,19,Male,Medium,Regular,5/22/2023,2023,May,6,101.39,608.31,Clothing,Adidas,Shoes,Excellent,Same-Day,"Debit Card",Processing,5
9011458,11269,"David Anderson",Portsmouth,England,1069,UK,21,Female,Medium,Regular,5/24/2023,2023,May,2,138.33,276.65,Clothing,Adidas,Shoes,Average,Standard,"Debit Card",Pending,2
5341014,11283,"Paul Barnes",Portsmouth,England,35963,UK,21,Male,Medium,Regular,1/29/2024,2024,January,4,123.71,494.86,Clothing,Adidas,Jacket,Average,Express,"Debit Card",Shipped,2
3382808,11285,"Matthew Anderson",Portsmouth,England,14707,UK,24,Male,Medium,Regular,4/16/2023,2023,April,3,346.61,1039.83,Electronics,Sony,Headphones,Excellent,Express,"Debit Card",Delivered,4
3111772,11288,"Olivia Shea",Portsmouth,England,35923,UK,65,Female,Medium,Regular,3/14/2023,2023,March,1,117.04,117.04,Grocery,Pepsi,"Soft Drink",Good,Standard,PayPal,Shipped,3
6754231,11297,"Matthew Taylor",Portsmouth,England,89038,UK,24,Male,Medium,Regular,12/5/2023,2023,December,8,177.4,1419.22,Clothing,Nike,T-shirt,Excellent,Express,PayPal,Delivered,4
